[1, 2, 3, 4, 6, 7, 12, 13, 20, 24, 27, 30, 29]
[1, 2, 3, 4, 6, 7, 12, 13, 20, 24, 27, 30, 29]
[1, 2, 3, 4, 6, 7, 12, 13, 20, 24, 27, 30, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 2, 8, 4, 6, 7, 12, 13, 20, 24, 27, 30, 29]
[1, 2, 8, 4, 6, 7, 12, 13, 20, 24, 27, 30, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 2, 8, 4, 6, 7, 12, 13, 20, 24, 27, 30, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 15, 18, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 2, 8, 11, 14, 19, 24, 27, 30, 29]
[1, 2, 8, 11, 14, 19, 24, 27, 30, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 2, 8, 4, 6, 7, 12, 13, 20, 24, 27, 30, 29]
[1, 2, 8, 4, 6, 7, 12, 14, 19, 24, 27, 30, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
[1, 9, 10, 16, 17, 22, 25, 28, 29]
